Fecha,Cierre,Apertura,Máximo,Mínimo,Vol.,% var.
04/01/2019,19.42,19.6295,19.6754,19.3701,0.00K,-1.03%
07/01/2019,19.3544,19.4191,19.4795,19.2902,1.95K,-0.34%
08/01/2019,19.358,19.3625,19.4396,19.2817,1.72K,0.02%
09/01/2019,19.224,19.3556,19.3815,19.1998,,-0.69%
10/01/2019,19.1231,19.2245,19.2727,19.1208,,-0.52%
11/01/2019,19.131,19.1285,19.195,19.057,15.69K,0.04%
14/01/2019,18.975,19.1411,19.2087,18.9576,,-0.82%
15/01/2019,18.9885,18.9812,19.095,18.9487,,0.07%
16/01/2019,18.887,18.9965,19.0553,18.8845,,-0.53%
17/01/2019,19.0106,18.8923,19.125,18.8754,91.44K,0.65%
18/01/2019,19.0775,19.0181,19.155,18.9701,79.94K,0.35%
21/01/2019,19.159,19.077,19.215,19.0662,46.44K,0.43%
22/01/2019,19.1682,19.1667,19.2452,19.1007,60.17K,0.05%
23/01/2019,19.0224,19.1685,19.174,19.0228,76.60K,-0.76%
24/01/2019,19.018,19.0291,19.0921,18.9515,78.69K,-0.02%
25/01/2019,18.9797,19.0172,19.0352,18.8796,76.83K,-0.20%
28/01/2019,19.038,18.9883,19.087,18.9676,65.36K,0.31%
29/01/2019,18.986,19.0427,19.0688,18.9617,94.58K,-0.27%
30/01/2019,19.123,18.9949,19.2155,18.9811,102.62K,0.72%
31/01/2019,19.1058,19.133,19.1671,18.972,106.56K,-0.09%
01/02/2019,19.094,19.1065,19.1896,19.0591,108.52K,-0.06%
04/02/2019,19.1044,19.0975,19.1829,19.0154,53.28K,0.05%
05/02/2019,19.0288,19.1109,19.1311,19.0187,65.87K,-0.40%
06/02/2019,19.102,19.036,19.1734,19.0336,74.76K,0.38%
07/02/2019,19.09,19.1075,19.1896,19.0384,81.90K,-0.06%
08/02/2019,19.0703,19.0797,19.1381,19.0231,80.48K,-0.10%
11/02/2019,19.2987,19.0614,19.335,19.0609,73.82K,1.20%
12/02/2019,19.2506,19.3065,19.3238,19.206,84.52K,-0.25%
13/02/2019,19.427,19.2555,19.455,19.2134,82.50K,0.92%
14/02/2019,19.256,19.4355,19.4761,19.2474,90.35K,-0.88%
15/02/2019,19.2352,19.2578,19.425,19.2114,76.86K,-0.11%
18/02/2019,19.2385,19.2567,19.2873,19.1995,53.94K,0.02%
19/02/2019,19.139,19.2455,19.3015,19.1213,73.07K,-0.52%
20/02/2019,19.214,19.144,19.2371,19.1311,88.69K,0.39%
21/02/2019,19.285,19.219,19.335,19.1693,90.17K,0.37%
22/02/2019,19.1365,19.2895,19.3074,19.0979,79.25K,-0.77%
25/02/2019,19.126,19.15,19.25,19.0235,62.29K,-0.05%
26/02/2019,19.166,19.1335,19.225,19.1032,76.42K,0.21%
27/02/2019,19.1622,19.1755,19.2662,19.1446,81.84K,-0.02%
28/02/2019,19.2775,19.172,19.325,19.1535,74.27K,0.60%
01/03/2019,19.2574,19.2825,19.3405,19.2446,68.98K,-0.10%
04/03/2019,19.29,19.2756,19.3862,19.2711,60.62K,0.17%
05/03/2019,19.247,19.2965,19.3267,19.2109,70.64K,-0.22%
06/03/2019,19.36,19.2475,19.4056,19.2419,74.36K,0.59%
07/03/2019,19.5501,19.3625,19.6262,19.3312,76.39K,0.98%
08/03/2019,19.4933,19.5505,19.616,19.4606,65.80K,-0.29%
11/03/2019,19.3945,19.4982,19.5239,19.377,60.90K,-0.51%
12/03/2019,19.3492,19.4008,19.424,19.2391,74.60K,-0.23%
13/03/2019,19.2783,19.349,19.375,19.2579,72.98K,-0.37%
14/03/2019,19.318,19.2833,19.3801,19.276,66.51K,0.21%
15/03/2019,19.1996,19.3185,19.3228,19.181,62.36K,-0.61%
18/03/2019,19.05,19.2025,19.2314,19.0392,41.23K,-0.78%
19/03/2019,19.0136,19.0562,19.0814,18.983,55.14K,-0.19%
20/03/2019,18.8282,19.0143,19.0351,18.7464,74.49K,-0.98%
21/03/2019,18.8616,18.8287,18.935,18.7742,74.10K,0.18%
22/03/2019,19.0855,18.8577,19.185,18.8377,81.03K,1.19%
25/03/2019,19.0125,19.099,19.1574,18.986,54.38K,-0.38%
26/03/2019,19.103,19.0185,19.135,18.9935,61.56K,0.48%
27/03/2019,19.355,19.106,19.385,19.0994,67.85K,1.32%
28/03/2019,19.335,19.3625,19.4468,19.2997,69.05K,-0.10%
29/03/2019,19.4215,19.3385,19.485,19.2664,61.47K,0.45%
01/04/2019,19.138,19.373,19.3869,19.1345,52.01K,-1.46%
02/04/2019,19.2275,19.1455,19.2652,19.072,69.09K,0.47%
03/04/2019,19.21,19.228,19.255,19.1067,59.38K,-0.09%
04/04/2019,19.1469,19.2184,19.2864,19.1319,54.24K,-0.33%
05/04/2019,19.0733,19.1462,19.1688,19.047,52.29K,-0.38%
08/04/2019,18.96,19.074,19.1346,18.9095,56.08K,-0.59%
09/04/2019,18.9307,18.9675,18.9897,18.8913,62.05K,-0.15%
10/04/2019,18.81,18.9312,18.9483,18.8075,63.90K,-0.64%
11/04/2019,18.826,18.8175,18.9245,18.8078,65.30K,0.09%
12/04/2019,18.7508,18.8335,18.8714,18.746,61.14K,-0.40%
15/04/2019,18.8505,18.7632,18.905,18.7481,54.37K,0.53%
16/04/2019,18.871,18.8548,19.005,18.8471,58.58K,0.11%
17/04/2019,18.8273,18.8705,18.8932,18.7963,54.50K,-0.23%
18/04/2019,18.7975,18.8225,18.9118,18.7495,47.60K,-0.16%
19/04/2019,18.7596,18.8035,18.8346,18.7477,14.65K,-0.20%
22/04/2019,18.8253,18.7748,18.8655,18.7533,43.39K,0.35%
23/04/2019,18.9042,18.8265,18.995,18.8195,62.08K,0.42%
24/04/2019,19.0678,18.9043,19.0958,18.901,59.66K,0.87%
25/04/2019,19.015,19.0696,19.1996,19.0103,56.19K,-0.28%
26/04/2019,18.9318,19.0225,19.1098,18.8962,57.53K,-0.44%
29/04/2019,19.0135,18.9361,19.045,18.8983,47.83K,0.43%
30/04/2019,18.9402,19.0138,19.085,18.9207,56.99K,-0.39%
01/05/2019,18.9938,18.9477,19.0016,18.7886,44.94K,0.28%
02/05/2019,19.1145,18.9962,19.1455,18.9358,52.65K,0.64%
03/05/2019,18.9155,19.122,19.1784,18.913,46.60K,-1.04%
06/05/2019,18.9805,19.001,19.1119,18.934,44.59K,0.34%
07/05/2019,19.032,18.9902,19.095,18.943,56.67K,0.27%
08/05/2019,19.081,19.0325,19.135,19.0065,54.07K,0.26%
09/05/2019,19.2264,19.086,19.325,19.0675,57.84K,0.76%
10/05/2019,19.0954,19.234,19.2854,19.0429,54.19K,-0.68%
13/05/2019,19.224,19.0975,19.2555,19.0975,53.13K,0.67%
14/05/2019,19.1505,19.2245,19.2367,19.1027,57.13K,-0.38%
15/05/2019,19.0472,19.151,19.262,19.0093,59.68K,-0.54%
16/05/2019,19.1209,19.0522,19.1373,18.9758,56.89K,0.39%
17/05/2019,19.1631,19.1283,19.2272,19.0914,57.14K,0.22%
20/05/2019,19.06,19.1725,19.1725,19.0588,59.33K,-0.54%
21/05/2019,19.0047,19.0685,19.1259,18.9991,56.34K,-0.29%
22/05/2019,18.9868,19.0104,19.0407,18.9319,57.22K,-0.09%
23/05/2019,19.037,18.9873,19.106,18.978,60.63K,0.26%
24/05/2019,19.0416,19.0427,19.0989,18.9968,50.66K,0.02%
27/05/2019,19.0531,19.0415,19.0759,19.0161,37.14K,0.06%
28/05/2019,19.1924,19.0618,19.215,19.0382,56.27K,0.73%
29/05/2019,19.1273,19.1931,19.2952,19.1275,56.73K,-0.34%
30/05/2019,19.135,19.1329,19.1704,19.0384,58.49K,0.04%
31/05/2019,19.612,19.1425,19.8333,19.1409,60.42K,2.49%
03/06/2019,19.7705,19.6027,19.8818,19.6027,52.20K,0.81%
04/06/2019,19.5598,19.7793,19.8397,19.5156,59.70K,-1.07%
05/06/2019,19.574,19.5648,19.6756,19.4664,54.86K,0.07%
06/06/2019,19.6844,19.5843,19.8428,19.518,50.25K,0.56%
07/06/2019,19.6105,19.6855,19.7918,19.555,54.87K,-0.38%
10/06/2019,19.2166,19.305,19.3296,19.1339,57.65K,-2.01%
11/06/2019,19.125,19.2171,19.2425,19.0851,54.93K,-0.48%
12/06/2019,19.166,19.1318,19.225,19.0994,48.93K,0.21%
13/06/2019,19.188,19.173,19.2162,19.1313,51.01K,0.11%
14/06/2019,19.15,19.1965,19.2319,19.1089,53.01K,-0.20%
17/06/2019,19.1771,19.1525,19.2175,19.1245,48.60K,0.14%
18/06/2019,19.1186,19.1776,19.1865,19.0478,52.93K,-0.31%
19/06/2019,19.0175,19.1235,19.2101,19.0141,52.70K,-0.53%
20/06/2019,18.995,19.018,19.0422,18.8909,50.52K,-0.12%
21/06/2019,19.1191,19.0047,19.1667,18.9713,52.71K,0.65%
24/06/2019,19.1925,19.095,19.2227,19.0751,42.57K,0.38%
25/06/2019,19.2195,19.2015,19.2765,19.1621,48.79K,0.14%
26/06/2019,19.1268,19.2304,19.2651,19.1187,50.27K,-0.48%
27/06/2019,19.1779,19.1275,19.195,19.0889,46.02K,0.27%
28/06/2019,19.2162,19.1788,19.245,19.1456,47.58K,0.20%
01/07/2019,19.1153,19.1915,19.2103,19.0359,43.51K,-0.53%
02/07/2019,19.0508,19.131,19.1324,19.0453,50.98K,-0.34%
03/07/2019,19.0105,19.0508,19.091,19.0023,41.52K,-0.21%
04/07/2019,18.998,19.0175,19.0271,18.9653,39.70K,-0.07%
05/07/2019,19.008,19.005,19.0855,18.9589,40.66K,0.05%
08/07/2019,18.9138,19.025,19.0301,18.8613,44.94K,-0.50%
09/07/2019,19.1545,18.9145,19.3465,18.8778,50.79K,1.27%
10/07/2019,19.13,19.1597,19.3153,19.1288,49.12K,-0.13%
11/07/2019,19.0696,19.1392,19.1752,19.0639,48.56K,-0.32%
12/07/2019,18.9794,19.0785,19.1284,18.9709,48.18K,-0.47%
15/07/2019,18.9706,19.002,19.0074,18.9186,46.29K,-0.05%
16/07/2019,19.086,18.978,19.125,18.9506,46.80K,0.61%
17/07/2019,19.0624,19.094,19.1289,18.992,43.90K,-0.12%
18/07/2019,18.9445,19.0635,19.1215,18.9399,46.33K,-0.62%
19/07/2019,19.0229,18.945,19.055,18.9263,48.16K,0.41%
22/07/2019,19.0511,19.035,19.0898,19.0021,43.96K,0.15%
23/07/2019,19.1724,19.0557,19.196,19.0454,45.00K,0.64%
24/07/2019,19.05,19.1822,19.1936,19.052,35.67K,-0.64%
25/07/2019,19.015,19.0595,19.135,18.9604,48.25K,-0.18%
26/07/2019,19.035,19.02,19.115,18.9859,47.55K,0.11%
29/07/2019,19.0536,19.045,19.1306,19.0096,42.18K,0.10%
30/07/2019,19.063,19.0639,19.095,19.014,43.25K,0.05%
31/07/2019,19.1265,19.0625,19.1901,18.9474,45.43K,0.33%
01/08/2019,19.2323,19.134,19.2819,19.1133,50.16K,0.55%
02/08/2019,19.299,19.2358,19.3755,19.1947,45.03K,0.35%
05/08/2019,19.609,19.2987,19.6777,19.2981,46.75K,1.61%
06/08/2019,19.5739,19.6139,19.7423,19.5301,51.66K,-0.18%
07/08/2019,19.6215,19.5755,19.745,19.5284,47.77K,0.24%
08/08/2019,19.404,19.6289,19.659,19.4012,47.16K,-1.11%
09/08/2019,19.401,19.4112,19.497,19.3752,44.37K,-0.02%
12/08/2019,19.6059,19.399,19.7779,19.3977,46.41K,1.06%
13/08/2019,19.3698,19.6087,19.681,19.3512,47.63K,-1.20%
14/08/2019,19.6747,19.376,19.756,19.3694,47.85K,1.57%
15/08/2019,19.602,19.6755,19.765,19.579,49.36K,-0.37%
16/08/2019,19.6502,19.61,19.6879,19.5194,44.18K,0.25%
19/08/2019,19.8542,19.665,19.905,19.6068,44.72K,1.04%
20/08/2019,19.7612,19.862,19.8922,19.7192,46.47K,-0.47%
21/08/2019,19.6875,19.7662,19.7756,19.6387,42.74K,-0.37%
22/08/2019,19.8176,19.6885,19.8514,19.6604,45.76K,0.66%
23/08/2019,19.9129,19.8251,19.9414,19.7572,44.68K,0.48%
26/08/2019,19.9328,19.9187,20.126,19.8092,44.19K,0.10%
27/08/2019,19.978,19.9333,20.0872,19.8766,50.41K,0.23%
28/08/2019,20.0967,19.987,20.1273,19.9468,48.18K,0.59%
29/08/2019,20.132,20.1042,20.261,20.044,49.38K,0.18%
30/08/2019,20.0575,20.1403,20.1987,20.0089,46.60K,-0.37%
02/09/2019,20.1405,20.063,20.1577,20.036,35.99K,0.41%
03/09/2019,19.9727,20.1478,20.169,19.9673,44.21K,-0.83%
04/09/2019,19.7136,19.9732,19.9966,19.7074,41.55K,-1.30%
05/09/2019,19.7367,19.7232,19.7647,19.611,42.42K,0.12%
06/09/2019,19.5293,19.7442,19.7557,19.5156,40.15K,-1.05%
09/09/2019,19.5605,19.5584,19.605,19.4726,43.51K,0.16%
10/09/2019,19.49,19.5743,19.6127,19.4711,45.99K,-0.36%
11/09/2019,19.503,19.498,19.5776,19.4728,46.28K,0.07%
12/09/2019,19.4295,19.5069,19.5443,19.3987,46.45K,-0.38%
13/09/2019,19.3983,19.437,19.4625,19.3442,43.08K,-0.16%
16/09/2019,19.44,19.4225,19.4711,19.3974,38.05K,0.21%
17/09/2019,19.3622,19.4405,19.555,19.3449,38.77K,-0.40%
18/09/2019,19.397,19.3636,19.445,19.3239,39.62K,0.18%
19/09/2019,19.4507,19.3975,19.4655,19.3194,43.67K,0.28%
20/09/2019,19.4468,19.4557,19.4962,19.3969,42.76K,-0.02%
23/09/2019,19.468,19.447,19.515,19.382,38.95K,0.11%
24/09/2019,19.4393,19.4765,19.5072,19.4021,43.10K,-0.15%
25/09/2019,19.5636,19.4451,19.6192,19.4396,43.71K,0.64%
26/09/2019,19.665,19.5714,19.6808,19.5271,42.01K,0.52%
27/09/2019,19.6867,19.6727,19.7385,19.5938,46.59K,0.11%
30/09/2019,19.7275,19.695,19.765,19.68,44.64K,0.21%
01/10/2019,19.815,19.7325,19.845,19.7204,44.52K,0.44%
02/10/2019,19.7932,19.8225,19.8654,19.7439,46.46K,-0.11%
03/10/2019,19.645,19.7937,19.825,19.645,44.78K,-0.75%
04/10/2019,19.5102,19.6538,19.6583,19.4921,40.26K,-0.69%
07/10/2019,19.566,19.5195,19.5973,19.5161,43.76K,0.29%
08/10/2019,19.626,19.574,19.645,19.5089,48.23K,0.31%
09/10/2019,19.5625,19.6265,19.6357,19.4925,43.70K,-0.32%
10/10/2019,19.4405,19.57,19.642,19.4345,46.17K,-0.62%
11/10/2019,19.317,19.4465,19.4627,19.2644,47.58K,-0.64%
14/10/2019,19.2665,19.3265,19.3511,19.2491,35.78K,-0.26%
15/10/2019,19.24,19.271,19.2966,19.2197,36.94K,-0.14%
16/10/2019,19.2015,19.2405,19.2925,19.1631,39.83K,-0.20%
17/10/2019,19.193,19.202,19.2537,19.1275,42.94K,-0.04%
18/10/2019,19.1007,19.197,19.2185,19.1024,42.79K,-0.48%
21/10/2019,19.1147,19.11,19.175,19.1017,42.01K,0.07%
22/10/2019,19.1419,19.122,19.159,19.0728,43.14K,0.14%
23/10/2019,19.108,19.1474,19.1915,19.0985,45.73K,-0.18%
24/10/2019,19.127,19.117,19.1656,19.0554,42.33K,0.10%
25/10/2019,19.053,19.137,19.141,19.0251,40.68K,-0.39%
28/10/2019,19.119,19.0565,19.138,19.0144,49.26K,0.35%
29/10/2019,19.115,19.122,19.158,19.0721,70.18K,-0.02%
30/10/2019,19.0806,19.1165,19.2372,19.0767,55.11K,-0.18%
31/10/2019,19.228,19.083,19.2488,19.0674,40.85K,0.77%
01/11/2019,19.1042,19.2345,19.2454,19.0667,33.36K,-0.64%
04/11/2019,19.173,19.1134,19.2205,19.046,52.82K,0.36%
05/11/2019,19.2,19.1755,19.252,19.095,84.09K,0.14%
06/11/2019,19.141,19.207,19.263,19.136,87.55K,-0.31%
07/11/2019,19.132,19.146,19.1905,19.0878,61.15K,-0.05%
08/11/2019,19.0971,19.138,19.2092,19.0772,35.97K,-0.18%
11/11/2019,19.107,19.103,19.1657,19.0828,34.34K,0.05%
12/11/2019,19.3068,19.1155,19.375,19.1098,37.28K,1.05%
13/11/2019,19.3499,19.3143,19.535,19.3018,37.31K,0.22%
14/11/2019,19.3125,19.3574,19.4878,19.3094,42.37K,-0.19%
15/11/2019,19.1758,19.3198,19.3312,19.176,41.24K,-0.71%
18/11/2019,19.3116,19.194,19.3267,19.1801,38.03K,0.71%
19/11/2019,19.336,19.3183,19.415,19.2417,40.34K,0.13%
20/11/2019,19.457,19.344,19.555,19.3425,44.54K,0.63%
21/11/2019,19.3808,19.4652,19.5016,19.3549,41.80K,-0.39%
22/11/2019,19.3721,19.3855,19.437,19.3437,35.83K,-0.04%
25/11/2019,19.4381,19.373,19.4835,19.314,36.14K,0.34%
26/11/2019,19.5152,19.4441,19.5957,19.4094,40.02K,0.40%
27/11/2019,19.5094,19.52,19.5956,19.4621,36.52K,-0.03%
28/11/2019,19.4704,19.5169,19.6619,19.4646,36.40K,-0.20%
29/11/2019,19.562,19.471,19.587,19.4268,52.98K,0.47%
02/12/2019,19.577,19.527,19.6175,19.5233,48.19K,0.08%
03/12/2019,19.548,19.5795,19.6305,19.5369,75.74K,-0.15%
04/12/2019,19.4255,19.5532,19.5895,19.4294,52.17K,-0.63%
05/12/2019,19.369,19.433,19.4775,19.341,70.08K,-0.29%
06/12/2019,19.301,19.3765,19.3965,19.2817,78.65K,-0.35%
09/12/2019,19.2285,19.2955,19.3099,19.2107,33.46K,-0.38%
10/12/2019,19.2534,19.236,19.2707,19.1966,40.60K,0.13%
11/12/2019,19.1145,19.2585,19.2873,19.1059,42.10K,-0.72%
12/12/2019,19.05,19.1195,19.1395,19.0375,40.38K,-0.34%
13/12/2019,19.0079,19.06,19.0954,18.9792,43.91K,-0.22%
16/12/2019,18.9252,19.0373,19.0861,18.925,37.80K,-0.44%
17/12/2019,18.926,18.9327,18.9674,18.9004,56.47K,0.00%
18/12/2019,18.96,18.935,19.0025,18.9058,78.68K,0.18%
19/12/2019,18.913,18.966,19.048,18.9125,75.88K,-0.25%
20/12/2019,18.939,18.9225,18.9725,18.8856,80.96K,0.14%
23/12/2019,18.952,18.935,18.993,18.8934,49.18K,0.07%
24/12/2019,18.973,18.961,19.001,18.9231,59.74K,0.11%
25/12/2019,18.969,18.981,18.9835,18.9745,1.22K,-0.02%
26/12/2019,18.931,18.979,18.9805,18.9291,23.87K,-0.20%
27/12/2019,18.8316,18.9405,18.9578,18.8052,37.95K,-0.53%
30/12/2019,18.923,18.8375,18.9675,18.7995,46.95K,0.49%
31/12/2019,18.925,18.9335,18.9595,18.8397,62.91K,0.01%
01/01/2020,18.925,18.9325,18.9338,18.9312,0.83K,0.00%
02/01/2020,18.832,18.9325,18.9412,18.8288,54.00K,-0.49%
03/01/2020,18.917,18.8415,19.0365,18.8293,82.35K,0.45%
06/01/2020,18.837,18.915,18.9515,18.7943,56.88K,-0.42%
07/01/2020,18.898,18.8405,18.9375,18.8004,82.61K,0.32%
08/01/2020,18.808,18.9055,19.0225,18.7638,84.24K,-0.48%
09/01/2020,18.832,18.814,18.8885,18.7584,83.56K,0.13%
10/01/2020,18.781,18.842,18.8725,18.7453,80.80K,-0.27%
13/01/2020,18.7931,18.7905,18.8665,18.753,38.41K,0.06%
14/01/2020,18.7753,18.8006,18.8747,18.775,36.40K,-0.09%
15/01/2020,18.7831,18.783,18.8285,18.7635,34.68K,0.04%
16/01/2020,18.7722,18.792,18.8157,18.769,39.59K,-0.06%
17/01/2020,18.6549,18.7797,18.7904,18.6529,44.08K,-0.62%
20/01/2020,18.6586,18.6615,18.696,18.6444,34.52K,0.02%
21/01/2020,18.7625,18.6639,18.8045,18.6617,58.43K,0.56%
22/01/2020,18.6807,18.7728,18.8055,18.663,83.84K,-0.44%
23/01/2020,18.757,18.693,18.8595,18.6813,62.44K,0.41%
24/01/2020,18.79,18.767,18.873,18.7234,81.57K,0.18%
27/01/2020,18.905,18.8345,18.979,18.8289,46.15K,0.61%
28/01/2020,18.7155,18.9127,18.9301,18.7046,43.43K,-1.00%
29/01/2020,18.6915,18.7231,18.7772,18.666,44.57K,-0.13%
30/01/2020,18.7726,18.699,18.8722,18.6907,48.80K,0.43%
31/01/2020,18.8353,18.7801,18.9455,18.744,48.52K,0.33%
03/02/2020,18.809,18.855,18.8988,18.716,40.82K,-0.14%
04/02/2020,18.658,18.816,18.843,18.6567,39.67K,-0.80%
05/02/2020,18.591,18.667,18.7003,18.5728,46.48K,-0.36%
06/02/2020,18.6542,18.6025,18.6989,18.5592,46.62K,0.34%
07/02/2020,18.7608,18.6603,18.835,18.6274,46.29K,0.57%
10/02/2020,18.6972,18.79,18.835,18.6935,46.62K,-0.34%
11/02/2020,18.6544,18.6977,18.725,18.6404,45.49K,-0.23%
12/02/2020,18.6123,18.6559,18.672,18.6043,44.90K,-0.23%
13/02/2020,18.59,18.621,18.6877,18.5793,46.75K,-0.12%
14/02/2020,18.5334,18.6,18.6178,18.5347,43.96K,-0.30%
17/02/2020,18.548,18.541,18.5884,18.522,39.41K,0.08%
18/02/2020,18.5872,18.5555,18.6656,18.5511,44.25K,0.21%
19/02/2020,18.5585,18.5922,18.6257,18.5515,43.11K,-0.15%
20/02/2020,18.827,18.5655,18.865,18.5547,47.34K,1.45%
21/02/2020,18.8949,18.8327,19.0882,18.7974,46.11K,0.36%
24/02/2020,19.0599,18.91,19.266,18.91,45.25K,0.87%
25/02/2020,19.08,19.07,19.215,18.9412,60.56K,0.11%
26/02/2020,19.282,19.092,19.3045,19.0632,95.37K,1.06%
27/02/2020,19.508,19.2845,19.515,19.2624,93.70K,1.17%
28/02/2020,19.611,19.511,19.9025,19.4538,99.95K,0.53%
02/03/2020,19.4,19.8645,19.8808,19.3858,56.27K,-1.08%
03/03/2020,19.448,19.405,19.567,19.1551,89.29K,0.25%
04/03/2020,19.5289,19.457,19.635,19.1838,91.03K,0.42%
05/03/2020,19.8445,19.5415,19.9865,19.4986,82.02K,1.62%
06/03/2020,20.1024,19.846,20.387,19.8117,58.40K,1.30%
09/03/2020,20.784,20.534,21.86,20.48,27.73K,3.39%
10/03/2020,20.8435,20.775,21.0995,20.3882,49.65K,0.29%
11/03/2020,21.3805,20.829,21.5038,20.7672,56.19K,2.58%
12/03/2020,21.901,21.3836,22.8705,21.3505,79.80K,2.43%
13/03/2020,21.902,21.921,22.157,21.346,61.46K,0.00%
16/03/2020,22.85,21.665,23.077,21.5919,20.79K,4.33%
17/03/2020,22.9367,22.885,23.239,22.47,27.17K,0.38%
18/03/2020,23.7064,22.9594,24.1,22.8178,21.79K,3.36%
19/03/2020,24.0225,23.7282,24.6478,23.6024,37.27K,1.33%
20/03/2020,24.4215,24.0275,24.5688,23.4881,26.84K,1.66%
23/03/2020,25.338,24.425,25.3685,24.415,16.13K,3.75%
24/03/2020,24.827,25.3606,25.448,24.6173,22.83K,-2.02%
25/03/2020,23.931,24.8435,24.9135,23.8535,25.66K,-3.61%
26/03/2020,22.93,23.948,24.2485,22.9368,30.34K,-4.18%
27/03/2020,23.301,22.943,23.6304,22.854,44.42K,1.62%
30/03/2020,23.788,23.705,24.565,23.477,31.29K,2.09%
31/03/2020,23.714,23.804,24.1698,23.327,38.14K,-0.31%
01/04/2020,24.201,23.719,24.6266,23.6052,37.55K,2.05%
02/04/2020,24.221,24.2385,24.5205,23.7825,31.76K,0.08%
03/04/2020,24.961,24.226,25.055,24.2005,37.43K,3.06%
06/04/2020,24.6266,25.09,25.7573,24.578,23.59K,-1.34%
07/04/2020,24.295,24.6316,24.6866,23.8214,26.06K,-1.35%
08/04/2020,24.0075,24.3115,24.7889,23.9331,22.62K,-1.18%
09/04/2020,23.56,24.0125,24.0954,23.3379,23.32K,-1.86%
10/04/2020,23.33,23.57,23.7903,23.3328,12.82K,-0.98%
13/04/2020,23.586,23.325,23.8774,23.2525,42.30K,1.10%
14/04/2020,23.37,23.6631,23.7668,23.3792,42.82K,-0.92%
15/04/2020,23.974,23.385,24.1959,23.3605,45.79K,2.58%
16/04/2020,24.001,23.9986,24.436,23.9657,43.83K,0.11%
17/04/2020,23.671,24.0255,24.153,23.6075,45.26K,-1.37%
20/04/2020,24.038,23.875,24.244,23.86,56.13K,1.55%
21/04/2020,24.393,24.049,24.549,23.9657,82.06K,1.48%
22/04/2020,24.467,24.3923,24.702,24.2069,86.93K,0.30%
23/04/2020,24.806,24.492,24.8575,24.3101,85.88K,1.39%
24/04/2020,24.949,24.8075,25.2975,24.5962,83.14K,0.58%
27/04/2020,24.6759,25.005,25.0352,24.6732,44.11K,-1.09%
28/04/2020,24.271,24.6925,24.9072,24.2104,44.28K,-1.64%
29/04/2020,23.738,24.2945,24.3347,23.7393,43.06K,-2.20%
30/04/2020,24.151,23.7415,24.197,23.6325,43.35K,1.74%
01/05/2020,24.5681,24.175,24.886,24.1066,42.55K,1.73%
04/05/2020,24.06,24.7335,24.8871,24.0583,45.52K,-2.07%
05/05/2020,23.986,24.07,24.1805,23.777,59.69K,-0.31%
06/05/2020,24.353,24.003,24.4185,23.8638,83.29K,1.53%
07/05/2020,24.031,24.385,24.551,23.9187,87.90K,-1.32%
08/05/2020,23.621,24.061,24.1335,23.5535,81.40K,-1.71%
11/05/2020,23.921,23.692,23.9825,23.5387,47.39K,1.27%
12/05/2020,24.355,23.9275,24.4244,23.7511,47.70K,1.81%
13/05/2020,24.2009,24.358,24.3999,23.9974,49.30K,-0.63%
14/05/2020,23.86,24.2059,24.3892,23.7395,48.32K,-1.41%
15/05/2020,23.9282,23.871,24.1252,23.7518,45.45K,0.29%
18/05/2020,23.746,24.006,24.0074,23.4471,33.48K,-0.76%
19/05/2020,23.681,23.759,23.7992,23.4435,43.88K,-0.27%
20/05/2020,23.191,23.6815,23.7544,23.0545,30.71K,-2.07%
21/05/2020,22.8644,23.1995,23.2803,22.7507,35.26K,-1.41%
22/05/2020,22.725,22.8649,23.165,22.707,34.00K,-0.61%
25/05/2020,22.5342,22.7225,22.7717,22.5185,20.57K,-0.84%
26/05/2020,22.186,22.5494,22.5917,22.1054,26.78K,-1.55%
27/05/2020,22.288,22.1995,22.4925,22.1405,25.14K,0.46%
28/05/2020,22.2179,22.304,22.4216,22.0953,40.26K,-0.31%
29/05/2020,22.1675,22.2184,22.344,21.9972,38.35K,-0.23%
01/06/2020,22.024,22.2801,22.286,21.9294,35.00K,-0.65%
02/06/2020,21.7817,22.033,22.1189,21.5758,39.72K,-1.10%
03/06/2020,21.7579,21.79,21.8133,21.5019,47.23K,-0.11%
04/06/2020,21.928,21.7715,21.9964,21.7003,44.97K,0.78%
05/06/2020,21.5844,21.9095,21.955,21.4909,75.01K,-1.57%
08/06/2020,21.492,21.5707,21.7262,21.4736,40.21K,-0.43%
09/06/2020,21.9017,21.5045,21.934,21.4601,41.86K,1.91%
10/06/2020,21.857,21.9172,22.045,21.6785,47.21K,-0.20%
11/06/2020,22.7368,21.8745,22.7922,21.851,52.49K,4.03%
12/06/2020,22.2189,22.7632,22.9476,22.1795,62.62K,-2.28%
15/06/2020,22.2139,22.3577,22.7599,22.124,55.45K,-0.02%
16/06/2020,22.3095,22.2239,22.3985,21.8919,55.91K,0.43%
17/06/2020,22.301,22.323,22.4732,22.1525,47.69K,-0.04%
18/06/2020,22.7418,22.314,22.8301,22.1887,47.52K,1.98%
19/06/2020,22.6328,22.753,22.7728,22.4986,43.09K,-0.48%
22/06/2020,22.486,22.653,22.6765,22.3004,41.99K,-0.65%
23/06/2020,22.4082,22.487,22.6815,22.2811,42.52K,-0.35%
24/06/2020,22.7772,22.4139,22.8045,22.3039,46.89K,1.65%
25/06/2020,22.6452,22.7851,22.9885,22.627,47.54K,-0.58%
